tweet,label
Chief Steven Osita Osadebe - Onu kwulu njo... 🎶 ✍️,2
Onye amuma si anyi gbaalu umu nwanyi oso,2
@user @user @user @user @user 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 O dí egwu,2
@user Onye agbawara obi.,2
Kedụ ụdị nonsense bụ ife nke a? 😠 https://t.co/V6H13gksDO,2
Iberibe neye onye ala morale,2
"#Rewind (2013) """"""""Nsogbu"""""""" - @user x @user x @user #SaturdayChillOutZone w. @user",2
Agu ga egbu ndi mmadu ooo https://t.co/RgQrDPn9lS,2
@user 😂😂😂 ike Twitter agwugo mu,2
Hshsjakqkqkhsgyakakjbsjamhusja Onye bu ifea bikonu 🙄 https://t.co/I4IwBiPN8M,2
"@user Ha just na adị careful ka arapu ị tag fa rape apologist. Ife gbasalu rape bụ ife dị ezigbo sensitive, onwere nke i ga ekwuo, a tụgharịa ya n'ụzọ ozo.",2
@user Unu abuo rie nu nsi. Ike gwuru https://t.co/O94Fu16hh1,2
I ga abu ogbenye buru amosu???!!,2
@user Make we go kill ourselves abi..... Ndị mmụọ dị ka hushpuppi 😒😒,2
"Oge, ihere mmekwa ghi. https://t.co/jdKF4pBXWn",2
Ndu ofe nmanu https://t.co/fNnLfacLDN,2
@user @user @user Gwa ya nya no yi ofu ébé. 😁,2
@user @user @user @user @user @user @user Amam ma icholu iri nsi nke ikpeazua,2
🎵 onye amuma si anyi gbara umu nwanyi oso ana agbalu orlu oso? Big NO!,2
@user @user Onye nlaputa ina acho onye ya na kene gaa ako onu okwaya,2
"@user @user Gugu, arawala ihe ana rara?? 😳 Wetin be this??",2
@user Like!!! Ndi Ara,2
"@user @user @user @user @user @user No ooo, ewu ka atọ gburu",2
@user @user @user Ibulo ezigbo mmadu,2
"@user Prosper akiri tawaa gị ọnụ, Oge never free for me na why",2
@user @user Onye kwanu na cho clean ihea... mmeko nwoke na nwa agboghobia aburo ife ezigbo omume... O nghasa na mpito...fa abuo a la nye onwe fa nzuzu...,2
Ku gi Ihe? 😨 Tufiakwa! https://t.co/hV3a9Nn58s,2
@user @user @user @user Aswerr...ndi obi akpo,2
@user @user @user Ezigbo tawai tawai🤣,2
@user Obi takwara ndia mmiri 🙆‍♀ Nnem ndo oo,2
@user @user @user @user Rijuo nsi afo. Okpo,2
@user Ma akwa ma onye yi ya njo,2
@user Nsogbu na mpiakasi ga di,2
@user Ara gi na agba ka egbe,2
"@user @user """"""""Ka gi adiro afu uzo, adighi a nnu ife?"""""""" 😩😩😩",2
@user @user Onye iwe n'ewe ya biko wee gbuo ya!,2
Umu nwanyi egbugo mmadu! https://t.co/ZafFQs7R2r,2
@user Not ogwu ego. Eyi elu 🙄,2
@user Odiegwu nwannaa... Ọ dị nụ ha ka ha ama ihe rinne! Ndị iberibe!,2
@user Ife nkea di kwa egwu,2
@user Kwakwakwakwakwa 🤣😂😅 onye agholili ka agbalu.,2
Ezigbo otule nsi😁😁😁 https://t.co/bWbCHHMtKy,2
Emere gi ihe a eme😂😂😂😂😂 https://t.co/5Tb9Nuwfc8,2
@user The guy bu ezigbo onya ala,2
Ndi ara no mind them https://t.co/fEb2dcDRVV,2
"@user @user @user @user @user Nna, hapu ihe edere na moto ba moto. Professor ndi iti boribo.",2
Olu gbajie Ụmụ Boys!!!🤩🤩😍 https://t.co/EzNmZk6sfH,2
@user 😂 😂 Ike gi adiro mu,2
"Oburu na iguo ife , if tweet a, itie “ Ara O’ maka Ndi obi akpo. Fa ga Eche n’ onwere ife di mkpa mu dere. Ana’m ede ife BBN n’Igbo maka Ndi ara Analyst Na umu Nne fa.",2
@user Taa..!! Mechie onu..,2
Ike gwuru ooo! Na wa https://t.co/C4j7lkLb2c,2
"@user I'll find you... M nweta gị, m gbajiee gị ụkwụ",2
"Lmao, must be like via nwoke isi odikwa gi nma? https://t.co/cCJFgjqFYy",2
@user Ọ so kitipa?? Egbe igwe nko?? 🤣🤣,2
@user @user Rapu the onye ori I see am kolo kolo,2
@user Nsogbu dikwa be that...,2
Ride on pastor 🤣🤣🤣🤣 ndi iberibe https://t.co/6ZJmKvqDIf,2
@user Virgin gbukwa gi dia,2
@user Chai... Oji nwa ada nke ojoooo!,2
"OK nne, iwe onye Owerri? https://t.co/bdJ6rrXbpv",2
😂😂😂 Chineke akpọọ gị ọkụ https://t.co/vMDXdOtGU2,2
Nsogbu dị ooooo https://t.co/fspTiaNLkH,2
@user @user @user @user @user @user Papa Adanna biko rapu m oh. Ike adiro. Ka m jee laru ụra oge m tetelu ka m malu nke na-eme 🏃‍♀️,2
@user Ndị isi mgbaaka,2
"@user @user Onye nke a , o Mmadu",2
Enwere m nro di njo,2
Nwere aka nti mari ha agba https://t.co/mLE7nvCGLV,2
@user No Na 😫 Ebonyi ha ga bu ogbenye buru amosu 👿? They better stop these jokes,2
@user change profile pix? Nsogbu dikwa. 😂 https://t.co/mc5uJhRBFy,2
"@user @user Guy, gịnị na eme gị n'abalị a🤣🤣🤣",2
"@user @user @user @user @user Menh, o di kwa egwu",2
@user @user Onye akpiri ogologo....👀,2
Adaa alu blidge (bridge) thlee(three) Months.. thlee Months k'eji alu blidge..that was waga G in Ara ga-agba ndi ara? @user @user,2
Uvuru gi nwere partial contact https://t.co/oezaq0fjFb,2
@user @user @user Nkita lachee gi anya there okwa inu anu. Okoroawusa,2
@user Ara agbada kwan gi oh 🙄,2
@user @user Iberiberisim ha enweghị ọganihu,2
"This man, ibu nnuku onye Oshi. https://t.co/wT2tjzuwHF",2
Iche na mmadu bu ewu!! 😂 https://t.co/A9ftS3m5pQ,2
"@user @user You Cecilia, inaha anu ihe.🤣😂😜",2
"@user Ndi igbo si moo, onye luo ntii nso o maya ya ula😁",2
Ara billions agbala ndi mmadu! 😂😂😂😂😂😂😂😂😂 https://t.co/KAMsbjEEOZ,2
@user @user @user @user @user @user @user @user @user @user @user @user Rie premium nsi onye ala,2
Adịghị akwụ na line achụ nwoke 😂😂 https://t.co/sxTpoHNL4j,2
@user @user @user @user @user Nzuzu plus iberiberism... fa ya e ji ya gbuchaa onu... Uwa a gbaa ya thirteen... ka anyi na ene... bombastic element... bombaclat!,2
"Ibe gị na achọ ego e na achọ nwanyi, okwa ịtụ na ya ímé ịgwa ụmụ nne gị ana agụ Dollar m'ana ina agụ Ejima 😁😁",2
@user Okwu nkasi obi😂,2
Lol...Chike wu onye ara https://t.co/1NBmLEFK4l,2
Ike ngọzi sị na ìgwè na ada.,2
@user Chineke ga akpocha ha nile oku!,2
@user @user @user @user Nke a Ekwensu I romance mamiwata '' in Chinwetaluagu's voice'',2
@user Hapụ ụmụ anuofia jụrụ Twitter..,2
@user Ike gwuru mpa,2
Chineke mgbe ole? 🤲🏽 https://t.co/MnWipUnmqm,2
@user Nke a gwuru m ike😣😣😣,2
@user School nke Bobrisky,2
@user @user Mechipu onu onu nsi gi biko🤡,2
Égwu ná atụ zim... Ụwa emebi chá na https://t.co/EO93PPJSXj,2
Umu uwa Nkea sef😂🤦🏾‍♀️ https://t.co/WlVKslxwns,2
@user Nwanne ụmụ South adịghị achị cha cha....same thing in my home town too..... Ozubulu ịma na ụmụ nne anyị nọ South karịrị ma na há na enye nsogbu,2
"If you hate okro soup, anyị kwesịrị ị cheecki ma nna gị ọ kwụ ọtọ tụba nne gị ime. That's why ị na-emegheri ka onye a kụrụ isi na wall mgbe ọ pere mpe. Don't come for my okro biko. 😑 https://t.co/170sLwZhNA",2
Oga ndi iberibe https://t.co/tMaavm1Wur,2
Ukwu na eme Isi mgbaka https://t.co/Hma7BOGzSR,2
This tweet is for umuaka n'gba mmiri oh not for stubborn Ikpus 😌 https://t.co/xwkWJ4zOtC,2
Afam eh Ike gi gwuru 'm Nna'm rapu Akpokuedike na .. 😂😂😂😂 https://t.co/6hdJiY1NCF,2
@user @user Chaa na uzo. Na ima abu ogbenye buru winch,2
@user Ike gwuru nne,2
@user @user Die hard nwa afo,2
Onye kwa bu nka? Ta gbafuo https://t.co/r3zQZOC7O3,2
Ala gbagbuo gi there 😡😡 Who resemble una mate? https://t.co/XTgp1kR9Sa,2
"@user @user Ọkọ nsị, ribe so gị",2
@user @user @user bu ezigbo SABO,2
"@user @user Yes o. Ifu ka isi ya kpuchapuru nu si maputa n'ihu steering, soso ochi ka iga na achi ma ogbafe gi. Nwokem ji moto a yie umu nwanyi egwu with sharp Ac.",2
Alabai: 'Onye ara' [Video] https://t.co/q5LRES1psV,2
@user O di egwu... tata https://t.co/Wr5LelbSqg,2
@user @user Mu na gi alu ezigbo ogu soon men aside. 🥊🥋🔪🍾,2
Nwa Onye ashawo🚶🚶🚶 https://t.co/a6x2sxwOAr,2
@user @user I na achokwa okwu !,2
Gị na nwa gị bụ cha ndị mmụọ https://t.co/ewj2mOlYUd,2
Owuite choro imeru mu ahu 😭😭😭,2
@user @user Ajuju ndi mmuo,2
@user @user @user Ndị Lagos na ọnụ ọjọọ ha 🤣🤣🤣,2
@user @user @user O dikwa egwu ooo,2
@user @user 😂Onye ara. Hapu anyi aka. Para light gahariwa,2
@user Ike agwula dibia uwa 😂,2
Ọburo ụmụ nwaanyị nile na agba #Mmili Anọgide ihe esie. @user Nwanne ịdị bad,2
@user Chief ike gwurum 😩😩,2
"@user @user @user @user @user Ogbanje ji gi aka ooo, Go for deliverance 🤣🤣",2
@user @user @user @user @user @user @user @user Kitikpa ga agbali gi isi soon,2
"Chineke nna, ole mgbe 🙏😭😭😭 O na mu aburo zie nwa gi 🙏😩😩😩 https://t.co/9M5GmCeOrk",2
@user *in your mum voice* ekwensu ekwela ihe ojo..e ghaghi banye ihe ga egbu ghi,2
Mgbe ole ooooo😩😩 https://t.co/bSnXu1DXSm,2
"Obughi udi nke a, o di egwu. https://t.co/udILU3APq5",2
"@user @user @user @user @user Ishi gba ri e gi, onye nzuzu! Buru ozu gi shi e ba fuo!",2
Onye ara ukwu mango https://t.co/Pm68L9eGso,2
Queen abịawo ọzọ 🙆 https://t.co/1bmU9tn3Qv https://t.co/wXf12CxHvz,2
@user Nna ike gwuru🤷,2
@user @user @user @user @user 😂😂😂😂 Ndi onu ojoo ibem 🙄🙄,2
@user Ndo! Wete €25 ka m kwatara gi bra from Aba.🌚🙄,2
"@user @user @user @user Hmmm. This allegation, o di egwu o",2
"@user Ara gbawa gi isi mana o Bu insult, but o bu blessing Chukwu Gozie gi",2
@user I na achokwanu ezigbote okwu,2
@user cc @user lekwa ozor oo. ike agwugo m 😂😂😂,2
That thing in’eme na ime room okwa ima na ona ato ncha??? 🎶 🎵,2
@user Iberibe na enye onye ara morale. That man dey Shame me.,2
@user @user I na acho okwu lol,2
That nigga Eche mgbe obuna o na-ako mgbu,2
@user @user @user Ọ dịkwa egwu o,2
@user Egbe enigwe gbatukwe phone gi ebe ahu!,2
@user O di egwu nna a,2
@user @user Nee gị ọnụ Mechie 😒😒,2
@user @user @user @user @user @user 🤣 🤣 Akiko na egwu,2
"Ngwa, Ndi boys. Bido nu nzuzu na comments 😪😪😪 https://t.co/D9d7g555TR",2
@user @user Monitoring spirit nke a di kwa Edwin,2
@user Onye oshi vote,2
Ifele adiro eme gi ooo https://t.co/bYSb6DTu6c,2
Buhari talks like onye egbuwara isi,2
"@user Onye oshi, thief oleee",2
#UrbanRadio📻94.5 🎧 @user || Obodo Bu Igwe #UrbanBreakfast 🌤️w./ @user x @user #MoreMusicLessTalk🎵 https://t.co/UkdPOxWGhx,2
@user @user Ọnụ gị ajoka🤣🤣🤣🤣,2
@user Ike gwuru nwanne m,2
"Onye kife, igbara ezigbo wicked. Just legodu? 🤣😂 https://t.co/YuZ5RLXAub",2
Ìgwè ana ekwu kà..... Ekwurekwu jụrụ yá ahụ 😂😂😂 https://t.co/x3oBvUNKEd,2
@user Ina enye ajo nsogbu 😂😂😂😂,2
Lmaooo..... ONYE ARA https://t.co/vAcediBrQ8,2
Lmfao....ndi obi akpo o!!! https://t.co/tIV5GUM7Jb,2
@user @user @user @user @user @user @user @user @user @user @user @user ifugonu onye ikana acho econsider.... 😏😏🤐🤐,2
@user @user @user i ma kwa ezigbo OLA NIYI 😀😁,2
@user Ego na kpali mmadu ofumma.,2
Odika na ụmụ aka Haba àgwà la si na otolo Wasapping enye la ya recognition ndi apari 🤣,2
Ike nke n'aso oyi biko. Tufiakwa !! 😵😵 https://t.co/4Bw1wYj1Fz,2
Nna unu n'erikwa gbo gbo. Kedi udi combination bu nkea bikonu? Chukwu ekwela ihe ojoo! 🤢 https://t.co/eaGiHpSafO,2
@user Beeni... Shey ndi nzuzu më gi reporting. Account gi eme travel...😂😂😂,2
@user Nne eeeeee....... Ike gwuru eziokwu,2
@user Ike gwuu Ndi uka unu,2
@user Dead or alive Chukwu kpọọ ya ọkụ!,2
@user O mu cholu okwu.,2
@user Umu Ekwensu everywhere,2
Afufu Ana ataru ego... Ego di n'ogwu https://t.co/tNNGcnzlwI,2
@user @user Lol Onye obi Akpor,2
"@user @user asin ehn, have been begging since, still mmadu afuro ego, agu choro igbu umu afrika ....😭😭",2
Emere unu ihe a eme?🤦‍♂️ https://t.co/edt856DGaq,2
@user @user @user @user @user @user @user @user @user @user Sacrifice gbuokwagi ebe ahu,2
@user @user @user @user @user @user @user @user @user @user @user I don see am 😂 See ehn..... Ifukwaa umuazi a. Ha ga eme mmadụ ọyịba ara,2
@user Chukwu napukwa ekwesu ike biko. Bello gịnị. Ka nke ọ bee na so nke Imo State bikonu,2
@user @user @user Una niile nwere problem 💔💔💔😂😂🤣🤣🤣,2
Ụmụ nwoke na-ewe iwe,2
@user The thing Gwuru ike,2
@user Nne o nde 30+ n’enye yi nsogbu?,2
"@user @user Nna ehn, nsogbu nkigi di tumuch.",2
@user @user 😄😄😄 íshí adịkwa gị mma,2
#NP Obodo bu igwe @user W/@user 👩 ON #OpenArms #CoolEvening,2
@user Hapu ha! Ndia anaghi eji Uche ha ekwu okwu.,2
@user @user Kitikpa lacha gi anya. Aju tuo gi ime. 😩,2
"@user nna guy, kedi ihe ndi immigration a na ezuzu kemgbe last week?",2
@user @user @user @user Juo umu nna gi efi,2
@user @user Odinma onye mgbu,2
@user Hapụ ndị iberibe,2
@user @user Ọ dị egwu,2
@user Lekwa fa in all their glory. Ndi nzuzu,2
O gini kaa mmadu ji isi kotenu na dis govt bikonu.tufiakwa. https://t.co/4bMeA2qxto,2
@user @user Nkita laachaakwaa gi Anya there any mpama Apc keep u there,2
"Nsogbu di,..your own sweet reach mama Ukwu mango own? https://t.co/vQRoQ8pPDe",2
"This Lockdown, achòróm ìmìchà èzigbòte Àmû kárákáá, biàzìé wèlù úkwù m séé àkì-óyíbó n'èlú yá. 🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️",2
@user Maka ndị ha ga na aghọgbụ,2
Was Gandollar caught blue handed. Ya na ako inhe na agba na moto. Red handed gbuo gi dia. https://t.co/BQn7iGS5aU,2
@user @user Ejirokwa m Ebube egwu egwu. I cholukwa m bia this side 🧐,2
@user @user Bia ka m nko gi akupe na otu,2
@user N'ya dodoya na ọnụ amụ,2
Ara ga agba ndi ara 😂😂😂😂,2
@user @user @user 🤣🤣 Dr. I di egwu.,2
Abaribe is tickling ndi Iberibe https://t.co/7yWaL2EbiX,2
Time to mute ndi BBN. Nke a buzi nzuzu.,2
@user @user @user Ó onye awusa😌,2
Umu ekwensu from the pit of hell https://t.co/43gA5PYq6v,2
@user @user @user @user @user @user @user @user Palm wine i go fit provide mana nke clit bu nke m amaro zikwa,2
@user lol... Onye Obi akpo ka ibu oo Asa iwe ewe na gi 😂,2
Mmadụ e nweghị ike ị jụ gị ordinary ajụjụ? Nwanne I gaghị arụnwu police ọ...I ga-agbawusi mmadụ 😁 https://t.co/YLjkRffCiy,2
@user 🙄🙄Ụmụaka ibe gị are still in bed,2
"Mugu,nwanne Ugoo mgbomgbo.. Ifele ga eme gi na #EnuguGrillAndMingle, bet me!! https://t.co/R4WRCj7nyA",2
@user 😂😂😂oburo ụdị ike ahu,2
@user @user Nsogbu dikwa na Katanga oooo. Amodu anaaaaaa!,2
@user Ọ gbasara gị? 😂,2
@user @user Obu akpa amu nnagi na umu-nne gi ka aburu onu https://t.co/te5LjuoZFX,2
@user Love gbakwa oku mehn,2
@user Zukwanu ike nwata dibia nunwa,2
"@user @user Onye ala bu otu, ofeke dika ya",2
Na for here I see masquerade wey dey enter bike o! 😂😂 ndi a g'egbu mmadu,2
@user @user @user @user @user @user Nke si Owerri ba nne ya afọ 😁😁,2
@user @user @user @user @user @user @user @user @user @user @user Oo ndị jelu taa afufu na akọ udili nonsense à.,2
@user @user @user Hiroshimma bu my man that year ooh. Ejirokwam yaa egwuli egwu.. Besides ndi anyi na fa mekolu lesson na White House bu ndi iti bolibo ndi iti bolibo,2
Ogbenye ọnụ ntụ https://t.co/g47qwbEyMK,2
@user @user 🤣🤣 🤣 🤣 Semi zukwanu ike,2
Tokyo onye ara!!!😂😂 #MoneyHeist3,2
@user Isi adiro gi mma. Ebee ka ino since?,2
O chịm..... Ọ dizika ịnụ dị bụzi 'do or die affair'. Chukwu zọba!!! Tufia..... M ma bụ dị ya. #OgeChukwuKaMma lol. https://t.co/Y5DLCUET8l,2
"@user @user @user @user @user @user @user @user @user @user @user @user 🤣🤣🤣Aunty Chinels have keed me oooo. Anyi richaa ego meeting na #EnuguTwitterHangout, o ruo January anyi akwuba ugwo",2
@user @user ISI wa gbuo gi dia,2
That Yoruba thread awugi ya ma otú... Tueh😖,2
@user Nna eeh ike ogwuro 🤣🤣🤣,2
@user Ike gwuru nwatakiri ahu,2
@user @user @user @user Nna eh odiegwu umu uwa bia lele 🙆🙆🙆🙆,2
Nwa Nka ne’ye nsogbu https://t.co/HtfsTZjs0W,2
Ori gini nwa eme bi go https://t.co/l2shdh8ltX,2
@user @user @user Lol. Mechie onu gi Ozor,2
"@user @user Kedụ etymology nke """"""""Ekwensu""""""""?🤷‍♂️",2
Aru Ike akoghim Nwa akoghim 💃🏼💃🏼,2
"@user Iji bere nne gị na otu, beé kwá ra gi na ọnụ. Premature bastard.",2
@user @user Aboki sina anyi bu nsogbu Nigeria,2
@user Lol 🤣 Onye oshi hehehe 🤣 🤣,2
You're not an Igbo Man. May amadioha strike you down for tarnishing the igbo heritage. Ekpenta tagbukwa gi dia. https://t.co/9ckLHHaOUl,2
"Forget, ike agwugom. Onye obula na apuzi ala, literally. https://t.co/bsc7XMGpFZ",2
Ike agwula 'm Orun n kun mi,2
"@user Onye na-ako m onu, na-aki Chi m onu. God will indict 😰",2
@user Sigh. Odi egwu!,2
"Ego anyi alala n'iyi. Aka kpakwa ma onye kpuru ya, ma onye tikporo ya. Nde ohi nde ohi😡 https://t.co/6GiYrPHBNB",2
@user Onye anya ano 😒,2
Onye amu ma si anyi gbara umu nwanyi ‘oso https://t.co/KGD1UWPJaO,2
@user @user Nwanne onye shimu alara ikpu ya nwukwa lekwa ikpu larama *in my owerri voice* 😂🤣,2
"@user Chukwu Nnam, Mgbe? 😭😵💔🤲🏽🤲🏽",2
@user Ndi Canada agbasiga ala?,2
"@user Onye nzuzu, choke!!!",2
Onye ofe mmanụ*,2
Ndi Ugwu na eme fumigation Ikegwuru https://t.co/Tj9Fadzzui,2
No. Chukwu kpó ya óku https://t.co/j8b3ENjKry,2
@user @user Chika kpachalu anya gi there,2
Just negodu ka Twitter si mee my video quality reduce. Otoro gbagbuo ha nnoo.,2
"I know say for the guy mind now, he would have restructured the lie (CEO multibillion Naira Company) noo na ulo oru na ele otula umu nwanyi na aruru ya oru. Amaala para kwa igwe ya.😂😂",2
"Aba ma ndị Aba! Taa ụsụ enwehe ọnụ, Gbafuo dia!",2
@user Anu nkakwu. Onye nyere gi ekwe nti,2
@user Ajụ m ekwensu na ọrụ ya nile!,2
@user Lmao e bu onye nimo. Asiri na unu di wicked,2
"Nwanne, ndia kpa gi ka sardine 😭😭😭 https://t.co/UmxiXHdvMT",2
@user @user @user Kogbukwa onwe gi n’ onu ebeahu..,2
@user @user @user @user @user @user @user @user @user @user Ebele di Guy na emelum sef.. Ana eme ya poopii.. Emecha ebugara onye nwe ife ife ya.. Kene abulu nwata nwe ewu na ajii 😭😭😭,2
@user As long as obunkem olekwaranu ihe gbasaram mennh🤣🤣🤣,2
@user Ndi ala na abuo.🤑,2
@user Ugo ina acho okwu. Lmao,2
@user @user Elu uwa nka sef 😭😭😭,2
Nna this boy ehen! Ike gwuru 🤦🏽‍♀️. https://t.co/R4IFKOguwZ,2
@user Ehhen kedu Mgbe nke ahu bidoro ?🙁,2
@user Uzo ojo a Julu Onitsha .....Gini Ka aya eme ya... From today rue echi... Anambra na Abia ama mmanata aka. Onye obuna ma onye Ka ya,2
Ara gbachie gi nti anu ohia https://t.co/B2mXOU4tgA,2
@user @user Ara agba go gi,2
"Nna ehn, umu girls adia tu egwu. https://t.co/qnGmG2b6Tr",2
@user Megbukwa onwe gi na massage,2
@user @user Ezigbo akuko biati,2
@user @user Extra generators maka nke capacitor ga ebido nzuzu 🤣🤣🤣😂😂 https://t.co/sesFsyjVeU,2
O di egwu o🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️ https://t.co/kNXWDQRd7M,2
@user Ụtụtụ ọma gbuo gị ebe ahụ.,2
@user @user @user Iwu ezigbo anumanu!,2
"@user #IgboProverbFriday *Ura toba uto e kwo ya ekwo. *Okoro etohi eto nwalu ogodo ikuku kuo oburu ya na ogodo ya. *Nwata etohi eto juba ihe gburu nna ya,ihe gburu nna ya egbu o ya. *Bete bete bu na ahu nama(efi) *Uzor di mma a ga ya ugboro abuo * Ezi afa ka ego. IGBO GA ADI💪💪💪💪✍",2
Likeeee.. ndi gi eji ire ma onu Sacha ikpu bu STD k'am na emere ebere 🤧🤒🤒... Chineke meru umu uwa ebere.. https://t.co/jYMS7iSdfY,2
@user 😳 wow hei chineke ekwekana ka madu fu ihe ojo na this Nigeria biko. Hian which one is this one again. Na wa o.,2
@user Chukwu kpogi oku,2
@user @user Nwa Chineke e kwesịghị ịme ụdị omume a! Asi gbaakwa...,2
@user @user O di Egwu....68 indeed!,2
@user @user @user @user @user @user @user @user Innocent gbukwa gi dia..,2
@user @user Chineke nna. Mmadu ga tibie eba o,2
@user @user @user @user Eh Iberibe na enweghi brake dakwasi ya Can you imagine ?,2
@user @user Jide ire gi aka ooo,2
"@user Nne, Nsogbu di kwa... It is well.",2
@user @user @user @user @user Hapu agadi nwoke ahu Biko.. Omee anyhow agam kene omegi inwulu mkpi straight up,2
"@user @user @user Translate nahh😂😂 A chọrọ m ime bekee😃, ọ wụọ m n'ala",2
"@user Nne, ife di egwu",2
"@user Nna eh, Ike agwụ go m.",2
Ka a na-ekwu ọzọ ka a na-ekwu ibe ya. Ndị mmadụ enwerọ joy na this app at all. 😂😂 https://t.co/l9s1q1jcjp,2
@user @user Ada zukwaanu ike,2
"@user @user @user Nwanne I saw too o, de nwa di bad🤣😂",2
Gị na Bello rijuo nsị afọ. Ụmụ anụmanụ. https://t.co/iNH85lLeeZ,2
@user Baby gbuo gi dere nne 🙄,2
Ajo agwa ekwehi nwanyi nuo di,2
@user @user Nna eme m ísí mbaka!!,2
@user @user @user @user Mechikwa gi onu ooh maka udelle mmuo adorie gi na ehihiea,2
@user @user @user Nwanne nsogbu di ebah,2
"Omo, ndi igbo shame on us https://t.co/6MCxpZxURD",2
@user @user Na dem go tire.. ndi ara,2
Chineke ekwekwana ihe ojoo. 😤 Foolish man https://t.co/HHwOJlkzQp,2
@user So o nani ihe imutara abi??😂😂😂😂😂😂,2
Akụkọ Mike Ejeagha! Mtcheeeeew... https://t.co/xneNjf1mKr,2
@user Eze onye agwa lam.,2
@user swears🤣 Ndi ara,2
"O bia li gbum, gbu onwe ya😂 https://t.co/wrpIXFqQLb",2
"@user @user Nwanee madu, nna obodo siri Ike ooh. Lockdown mana iri adiro",2
@user 😌😌 stalker ndi mmuo 😭,2
@user @user Lmao. Okwa gi cho e gbu onwe gi? 😆,2
"@user @user Ogechukwu, rie nsị... Riwaa nsị ọnụ...",2
Fishpond. Kwa? Kitikpa ga alasha gi anya ther idiot....umu Igbo no go kill me abeg https://t.co/jbF3ly9tHP,2
@user Ibu ajọ mmadụ 😂😂😂,2
@user Zukwanu ike dị anyi,2
Chai! Nsogbu adigolu Ambode. https://t.co/e81uZgYgNp,2
Lmaooo ike gwu nne mmadu. https://t.co/aCGcC4Tfvr,2
😂😂😂😂😂😂 He said “Ndi mmanwu ne dudu”😂😂😂😂 https://t.co/7d57YbmmHF,2
"@user @user Chineze... Nke a riri m ọnụ... Ịke gwụrụ m, gwupia m a gwupia",2
@user Obata osu Odironu afia gi aru ikpoba ndi tolugi ato iyi,2
Ndị emego anyị arụ! https://t.co/W4GSSuvs6x,2
@user Ew gbuo gi dia 🙄,2
@user Nnaa eh! Ife à dị ka marital ménage! Kiss upandan! Aya fu asị mmadụ pull paynt!,2
@user @user @user @user @user @user @user @user @user @user @user @user Chelu on 5th... Jide akpịrị gị aka 💅,2
@user @user @user Ahn Ahn. Unu acho e ra anyi otu na isi? 🙄😒,2
@user @user @user 😌😌😌 Na ebe biko?,2
@user @user Mgbirigbo onye ntị ike 😂😂,2
"Nna eeh, ike gwuru o https://t.co/3tkC0vP1pV",2
@user @user @user @user Ezigbo otolo afo osisa 💯,2
@user @user @user OBO gbaa gi ala 😅,2
Chai ndi mmadu dikwa stupid oh https://t.co/MBzGw4MWpX,2
E wu onye ara!!! https://t.co/Rphg6SKP79,2
@user @user @user @user 😂 emenyego ya egwu,2
@user @user Beer Barn.. lekwa afo gi,2
STFU Ekwensu na udi mmadu https://t.co/RLaJsA9rTl,2
Na Una Dey chop una no still want make we rest .. ndi ugwu ndi ara,2
@user Iberibe n'enye onye ara morale. Nwanne sewa.,2
@user @user Jụọ ya onye iwe ọkụ 🚶🏾‍♂️🚶🏾‍♂️🚶🏾‍♂️🚶🏾‍♂️,2
@user @user Looool arụ mere,2
@user 😂😂😂😂 tinye WagaG there...onye agwa ojoo too,2
"Onye iwe na ewe , nne ya na nna ya https://t.co/4TULlp15U6",2
Nwannem a like kikwara nsogbu o 🤣 https://t.co/6PdPOysmVa,2
okwa ego na kpali mmadu....,2
@user @user @user @user @user Hapunu nwoke nkwere agam ahu ya soon na Military Cantonment Onitsha ebe odi mean adocha jump like nwa awo,2
@user Ndi Obi agkpo,2
@user.. E tigbue eziokwu ọ ga-esere elu.,2
@user @user My brother ife nkaaa ọgwụrọ gi ike?,2
@user @user @user @user @user Gbagbwuo gi na nne go Kwa. Aturu.,2
@user @user @user @user @user @user @user @user Agụụ dị n'obodo,2
MAXWELL CHUKWUNNA GA KPO GI NA EZI N'ULO GI NIILE OKU...I GA ANWU ONWU IKE😉....#SARSMUSTEND https://t.co/MQYD4AivjF,2
Delete your drafts ndị uchụ https://t.co/puQMtrtz1D,2
@user @user @user Ekwela ka Chukwu kpo gi oku,2
@user @user Í by onye nsogbu 😂😂😂,2
"@user Okala mmadu, okala mmuo aburo guy name. Oji porn eme ogo. https://t.co/bvRXdbjDKp",2
@user @user @user @user @user Akpa amu nna gi,2
Ha-ha-ha. Mpitimpi ekwee! Eghu ataa m igu n'isi. Afusie m anya. Nnaa doo 'mkpụmkpụ' adịhọ n'agbụrụ ndị nna ochie m ha. Ha na-etopu etopu biko o. Msctheeeew😏 https://t.co/sfj9iKnFxn,2
